Sale_ID,Sale_Date,City,Zip_Code,House_Type,Bedrooms,Bathrooms,Square_Feet,Year_Built,Condition,Sale_Price
20fefbfc-c16f-4c06-a064-b1bbca9de041,2020-09-19,Chicago,57608,Multi-Family,1,3,1873,2020,Good,104330
04bf7ff3-6428-4e5a-948c-1108db4663aa,2025-03-06,San Jose,46680,Mobile Home,1,4,4411,1977,Excellent,101707
3b9f1963-89a7-4477-8807-0ba64fe142e9,2023-10-26,San Jose,29286,Condo,3,1,3225,1953,Poor,330833
17f7d01f-1bd2-4d09-81ef-95d0365a9672,2021-08-11,San Diego,02795,Multi-Family,1,4,2982,1971,Poor,603372
a81a0202-db12-4dce-b8d6-fcc6f95da9e5,2024-09-07,Houston,27463,Single Family,2,4,2041,1994,Good,90387
0679e5c1-190b-4c52-841a-14c6c10ab4b2,2021-01-26,San Diego,36039,Multi-Family,2,4,3579,2016,Fair,911248
4f01936b-d989-4488-8446-d67b6a9e6ed0,2021-07-02,San Antonio,70598,Mobile Home,4,3,2397,2015,Excellent,576930
94759b8d-5dcd-4d09-89fb-8b50a958d138,2025-04-20,Houston,59544,Multi-Family,6,1,4990,1983,Excellent,878569
7efe3713-a73e-4399-ae7c-42fe79a0d4e4,2022-09-17,Los Angeles,14118,Townhouse,5,4,4609,2004,Fair,523048
af8606c3-5d7d-470d-a4b9-3030427381e8,2021-09-22,Los Angeles,22990,Single Family,1,1,1994,1950,Excellent,236633
923a0391-0639-4fd6-9a11-d24cd8b9782f,2022-04-14,San Antonio,82974,Townhouse,1,1,4881,2021,Fair,898692
c8dba3cd-f50c-4ab6-b85f-07181ad6d637,2021-09-18,Philadelphia,04800,Condo,3,3,1869,1987,Fair,720798
6c847adb-03ba-457f-a55d-7f8b37fc5ea6,2024-08-18,San Antonio,19845,Multi-Family,6,4,4314,1955,Poor,884874
149b9306-70a4-44d8-a547-ab32236d9d3c,2020-11-14,San Antonio,80229,Multi-Family,2,4,1129,1974,Poor,939493
7295b083-3019-4cc4-b8b7-3eb37b00d02e,2023-06-16,San Diego,84316,Condo,5,1,4223,1966,Good,446210
81f8f287-35db-49ed-b4c4-0a384752c589,2025-08-02,New York,42184,Townhouse,4,2,3558,2010,Poor,828799
ac29f829-4ba5-45e5-940f-d9e222ab03be,2022-09-28,Los Angeles,28852,Single Family,2,3,3514,1961,Fair,437988
ab851b20-06b8-45c4-b274-24b5cec2d381,2025-03-08,New York,81506,Townhouse,6,3,4191,1955,Good,411719
f71247ee-5c82-4b32-b2f8-87e9a827b0a1,2021-12-22,San Antonio,81009,Mobile Home,4,3,2747,1976,Excellent,838245
81124447-948e-4030-8137-d2bab3463b98,2023-12-23,Philadelphia,54860,Townhouse,3,3,3969,1957,Fair,929459
b38850b0-93db-4d69-b826-22c3872e2323,2024-04-28,Los Angeles,87136,Single Family,3,4,1539,2014,Good,959921
bfe4b9a5-cb0a-479a-a06e-5063c5518fe3,2025-02-20,Houston,97515,Multi-Family,1,4,1125,2006,Poor,134381
d264dc96-f828-42eb-9925-0dc04cc7945b,2021-06-05,Houston,56594,Townhouse,6,2,601,1989,Fair,824168
b2593e4e-c759-43e9-8a44-07513211656c,2022-05-22,Houston,84483,Condo,5,3,974,1963,Good,891708
4bd7b4ce-5088-462c-b4f2-bbaaac504212,2022-06-26,Dallas,20080,Single Family,4,3,2940,1984,Excellent,877675
c9e7c35a-bdb3-46ed-b069-cba0d4f5db2d,2022-06-25,San Diego,62476,Multi-Family,2,1,4605,1997,Fair,243984
071d381f-4c16-4d86-8a77-ebdf8d51a880,2021-01-15,Chicago,68299,Single Family,6,4,3652,2005,Fair,110272
fa336b94-9943-4690-8cd6-0dc8a4af5114,2021-12-08,San Antonio,05833,Condo,6,3,2965,1998,Good,545916
54cdb7e9-5244-4ff9-b487-d4adb8918842,2025-08-05,Chicago,80784,Mobile Home,3,2,2125,1962,Good,747411
fb2f3e18-a1a2-44ce-9d5a-ef33d0253cf9,2022-04-19,Phoenix,56978,Single Family,1,2,2246,2010,Poor,788096
bdfff8dd-99c6-429d-b6b4-02c31c5e110b,2022-01-22,San Diego,15186,Single Family,1,4,613,1998,Poor,303091
4fc6f4b7-23ab-4a34-a76e-93e26a89aaec,2025-06-05,Houston,25985,Townhouse,4,2,2878,1995,Fair,902050
a2bcff15-e15e-4ffc-bdcc-b29cc40d33f5,2021-09-16,Los Angeles,52699,Condo,3,2,3755,2011,Excellent,314064
1ed3e79d-0122-4c7b-9151-bc91d662c8ee,2024-03-26,San Diego,48638,Condo,6,4,729,1957,Poor,156121
dced0ab7-93a3-4769-a430-87abc0d4da2f,2021-01-02,Dallas,74954,Mobile Home,5,3,4414,1992,Excellent,520435
a8816043-5a53-4b96-8885-b5bc40956b85,2023-10-26,Los Angeles,64232,Condo,3,3,3816,1969,Good,651160
df0b1ce5-e614-4d91-b392-dc9f1dbd86e9,2022-04-15,New York,56283,Single Family,4,2,3538,1988,Good,917564
7e457318-08af-448f-a014-6dcddaff9cb2,2020-12-06,Dallas,98604,Mobile Home,4,2,4528,1998,Poor,314237
af6151ce-f25b-428d-8adc-181efef191ec,2022-01-15,New York,52398,Condo,3,3,2640,2013,Fair,325049
064d1a63-072f-454f-a9d0-9ec4f169a3ff,2024-11-04,Los Angeles,69820,Mobile Home,4,4,627,2011,Good,696047
79e150ed-9478-465d-8703-b47ab8d76d49,2021-10-27,Houston,68969,Condo,3,2,2713,2003,Excellent,467567
cd7b5d1e-fb45-481e-a5ff-1b61c63179a8,2022-08-25,Chicago,40026,Condo,2,1,1852,1958,Fair,343125
d605775d-a66c-46ba-b313-81366693310f,2024-07-07,San Antonio,85799,Townhouse,3,4,4956,1986,Poor,910335
338e5a1d-f6ed-4f45-9eb9-67b2ee4a376d,2020-11-22,San Diego,29144,Condo,3,2,2646,1998,Good,907253
8fb36086-8649-47ad-96d0-c78f4bb1054b,2024-05-07,San Diego,57838,Mobile Home,4,2,4623,1990,Poor,421344
8cf417c1-63fb-4b25-b3b2-225867ace9f8,2025-06-15,Houston,11143,Single Family,4,1,4996,1966,Fair,132289
7fff5fc2-524c-4a28-bdcc-710be3db5a19,2024-11-06,San Antonio,30592,Townhouse,1,1,3974,1970,Fair,690794
cc7f00f6-13dc-46cc-a32b-46480d2e009e,2022-07-01,New York,25482,Condo,1,3,4066,2000,Fair,652801
bb28bb56-7bc7-43bd-9f05-e2b15bd51ed2,2024-01-25,Chicago,64661,Condo,2,4,3681,2008,Excellent,463090
d49b6bd1-0198-4dd3-8717-c9a42d72577b,2020-08-11,San Antonio,14717,Mobile Home,1,4,4378,1988,Fair,756291
142ea4ee-54a6-426a-90c6-c530dbb8d0ad,2021-08-31,New York,65832,Townhouse,3,3,1229,2004,Fair,450890
9584e2ee-587d-4a77-9354-21535e6e987b,2024-07-18,San Antonio,04214,Condo,4,4,869,1990,Good,362660
80123348-8ee3-4c74-8c8f-280e05d27900,2022-10-02,Phoenix,63696,Single Family,1,4,3239,1988,Excellent,309480
00c1ed5d-f5cd-4adb-b143-e14fa4239a7a,2025-07-29,San Diego,18926,Single Family,1,4,2593,1962,Excellent,836331
dabcd5e3-03f5-412d-a357-cfa881ca8ce6,2025-03-05,Phoenix,50477,Condo,2,4,3491,2013,Poor,766046
879dc943-a194-4fd1-8991-a309e5a7a4f5,2022-03-20,San Antonio,03687,Single Family,6,4,4032,1960,Fair,538067
e0a833bf-543c-4233-b03f-c86f6240f2b3,2023-05-20,Dallas,29483,Townhouse,2,1,1880,1968,Good,381356
1f8623fd-2d93-4154-840d-d5c6cd1e15da,2021-02-13,San Diego,41023,Condo,3,4,2960,1960,Poor,183498
42081191-b3f1-49b8-b6bd-4ef25bd5546f,2025-02-06,Chicago,50194,Mobile Home,4,1,1175,1995,Fair,304024
ebb67aac-8e35-4b5e-a5aa-b66411444e54,2020-11-08,Houston,62745,Townhouse,2,4,1907,1994,Excellent,705258
8fecd2aa-303c-4924-960f-c5f04ae6cfe9,2022-09-27,Phoenix,07514,Single Family,1,3,3792,1950,Fair,140009
4a0e14d6-4e38-41e8-ba25-67ae20aed84d,2022-06-25,Houston,54166,Condo,4,2,3778,1989,Fair,773858
d16fa7be-b9d8-408a-9ee0-82eeabe4d473,2025-07-22,New York,12672,Townhouse,4,1,3334,1968,Good,473159
998c3335-d7af-47e9-ac14-658a61d69d40,2020-08-13,San Jose,64937,Single Family,1,4,2812,2021,Good,771755
89d6b5d9-126d-400d-ad42-b73678e8eca8,2024-11-05,Dallas,00740,Condo,2,3,2952,2021,Good,94816
0eeadfdc-dffe-4135-b532-c71356805ccb,2023-05-16,New York,80751,Multi-Family,1,2,4168,2010,Poor,54138
e2a20a0d-11ea-46bc-a6d9-1d3a407d9a85,2020-09-12,Philadelphia,59975,Mobile Home,6,1,2255,1961,Good,141176
4bcf1073-e5cb-4270-a5f2-ecbefa8df4e8,2023-07-23,New York,23205,Single Family,4,2,2179,2010,Poor,388089
4eb2d19e-76df-4227-8682-15a96f646025,2023-05-26,New York,78861,Single Family,5,3,2803,1982,Fair,840449
de579265-4dba-4655-886e-f8649e521949,2024-02-10,San Jose,32395,Multi-Family,5,1,1990,1994,Poor,846883
2f1ef994-6a77-4910-b5db-959ed1e5aa71,2022-07-24,San Diego,85713,Multi-Family,3,2,2342,2018,Poor,768316
2aa6fbf2-d059-4490-985e-19e3889fd1f2,2023-04-21,Dallas,79699,Townhouse,1,4,2525,1957,Good,406007
9ff2461d-33a7-4afb-8f39-7d0eadafb2fd,2021-12-24,Dallas,69194,Mobile Home,1,1,1219,1974,Good,846710
603301b7-384d-4c7e-ad8d-d6f5d222ab51,2021-02-04,Chicago,68218,Mobile Home,3,2,1874,1995,Excellent,271552
07bd58ac-eac8-4835-9e49-48d62de37035,2023-04-06,New York,94743,Single Family,3,3,1556,1979,Poor,93764
fd305485-627b-4863-9276-30ed3637b5de,2025-08-01,Dallas,13266,Multi-Family,3,3,2539,1996,Fair,173030
077ee90c-25e8-4619-a277-f106929055f4,2020-08-15,Los Angeles,26375,Mobile Home,4,1,4553,1998,Excellent,968638
dfc32e47-59fd-4c9d-be64-85f8228c9376,2021-08-26,Chicago,43107,Condo,6,2,2981,1996,Excellent,899375
04d3c3ef-d828-4206-8153-7db0a4bfddb4,2023-07-08,Los Angeles,31416,Mobile Home,1,1,1568,1967,Excellent,669955
75539d4b-bbdc-45bb-8ec0-98b019767238,2024-06-04,San Jose,29246,Single Family,4,1,1916,2015,Good,366462
8e29e476-1ed9-45b8-9b87-dbf3a263349e,2021-08-25,Los Angeles,68723,Mobile Home,3,2,1643,2017,Good,939855
d0824039-a387-4671-a4ae-867a7254eb1a,2021-03-17,Houston,75486,Townhouse,1,2,881,1982,Good,416142
2f802640-ccde-45ac-af3d-3ce256001d66,2025-06-24,San Antonio,01937,Multi-Family,4,4,3444,1985,Fair,110128
5c2e18da-4e95-424d-b61a-be411a1bdac4,2023-08-04,Los Angeles,19762,Single Family,6,2,1658,1968,Poor,269128
35a949e0-3c17-4620-ac9b-d8f1d595d14a,2023-01-02,San Jose,79666,Single Family,4,3,4893,1977,Excellent,858301
9f79ddc7-7d7f-4eed-9a56-513e114b196d,2023-01-04,Houston,65971,Multi-Family,6,1,3132,1989,Good,283540
a928ca3b-eab4-4d8e-a120-aeec25535de4,2022-02-03,San Jose,53598,Multi-Family,3,1,4428,1964,Poor,55039
837a4a8b-3d38-4750-b59d-3692714c36b9,2021-11-06,San Jose,42320,Multi-Family,6,3,1608,1990,Excellent,202353
3668b095-85f7-47d3-b1fb-3f7566d07331,2023-02-26,New York,80367,Single Family,1,2,1829,1988,Poor,162935
fa5ebf4a-a66d-4af6-a13c-63850913b8c9,2022-12-16,San Jose,60779,Multi-Family,3,3,1635,1951,Excellent,584730
6030064a-663c-4046-8f1f-485fa04398d3,2025-05-17,Los Angeles,85367,Multi-Family,1,3,875,2012,Poor,910220
990ada06-2935-43bb-a8c8-5cffb9e2eac3,2023-07-24,San Antonio,86642,Single Family,5,4,3340,1978,Good,956161
eb515a90-0819-4230-9d80-920596edbd66,2022-01-19,San Jose,32771,Single Family,2,3,2889,2015,Poor,339730
a48bbfb7-8daf-4d22-a0d0-5781a23820fb,2021-11-29,San Jose,91812,Townhouse,6,1,1839,2000,Poor,103053
8fa61e88-c29a-41a5-8bb2-aa6b8ff1862a,2023-06-13,Dallas,98864,Mobile Home,2,3,725,1959,Excellent,231561
fbd04e66-1dbf-40b5-b091-cc59ef66a796,2020-10-17,Philadelphia,88858,Condo,2,1,4665,1963,Poor,788464
406703c1-84df-4a9f-9d5b-50074629df84,2025-04-10,Phoenix,43615,Single Family,6,1,4912,2000,Fair,136346
6cad1649-272f-4045-ab2d-dae0904a9bd3,2021-08-16,Houston,94680,Condo,3,1,4468,1988,Excellent,379231
f1547145-b45a-44f1-8b7d-fab6deb57a18,2024-04-13,Philadelphia,53316,Townhouse,5,2,1808,1977,Poor,455841
bc04c39c-65f6-47b0-88be-9b60e4f192fb,2022-04-13,Houston,91515,Mobile Home,1,4,3849,1952,Fair,608685
64310f7c-8f9b-4f84-900b-47f6c5f275d8,2023-12-13,Phoenix,63793,Mobile Home,4,1,1518,2019,Excellent,370815
861269c3-33a3-4ae6-9d1d-1e319ed71b05,2022-06-17,San Antonio,96785,Mobile Home,1,1,4523,1976,Good,166214
fffa021e-cd2f-46cb-811e-408edd4576d1,2024-09-07,Chicago,54940,Townhouse,4,2,2569,1951,Excellent,535001
be38407a-a75e-43f2-a28e-959e7e53c85b,2024-06-03,Phoenix,99682,Multi-Family,1,1,3393,1987,Excellent,903329
46a6e943-8304-4d10-8299-f2b6d7bf00a9,2025-06-28,San Diego,12079,Mobile Home,6,3,1491,1952,Poor,731509
e545cb3e-b5ce-4890-a3f9-244611c6d1d2,2023-03-27,Philadelphia,78486,Mobile Home,5,3,2633,1965,Fair,448499
26f44cde-6250-4842-b080-328272b7100a,2021-01-14,Los Angeles,07316,Townhouse,4,4,1964,1989,Excellent,450826
63516cc6-8423-4ba0-80a8-673a16d998f2,2025-07-30,New York,85777,Multi-Family,3,1,728,1951,Excellent,486542
82a5d56e-2b58-43a9-8195-16d555b37286,2022-05-23,San Diego,02371,Mobile Home,1,2,1614,1990,Excellent,327068
499ffa35-3f84-4154-b65a-6b0d8a2c13ce,2022-04-05,San Jose,66467,Mobile Home,1,3,2399,1961,Poor,687431
979936a0-5f13-4c8b-93a7-c298250149aa,2021-11-25,San Jose,34304,Multi-Family,4,2,2118,1984,Excellent,422397
33c2d250-efed-472d-bc08-c2a8a400b650,2022-04-18,Los Angeles,27476,Single Family,3,2,4781,2014,Fair,412441
aaf3561c-d4b9-47fd-8b79-fc60155f744d,2021-11-30,Los Angeles,88636,Single Family,3,3,1798,2004,Poor,837301
8ec55edb-b5ec-4307-ad5a-3c83c9f3c25f,2021-06-18,Dallas,44167,Mobile Home,6,2,4473,1994,Good,933520
f87d302e-4e91-4682-995b-8338cf8bf65d,2023-04-26,Houston,78129,Condo,6,3,3074,2011,Good,837446
ec4e95f6-bd88-464d-9b54-38679f930a4c,2021-04-01,Dallas,70891,Multi-Family,6,2,4085,1998,Poor,584391
012b9473-9e42-4029-8a8c-f636b9b45588,2025-01-23,Phoenix,09510,Multi-Family,6,3,4649,1974,Fair,525738
3bc91b96-ccb3-4b0c-9fc3-962bd6eab088,2023-07-17,Chicago,52214,Condo,6,1,4319,1972,Poor,946749
bd02267a-3556-4a61-acf0-82e55d8e6dcd,2020-12-15,Philadelphia,41182,Multi-Family,6,4,902,1973,Poor,476674
75aafddd-1385-4164-ae3a-9c7d19e42162,2024-07-10,Los Angeles,92448,Townhouse,5,3,4552,1987,Poor,132409
5431159e-5869-4412-84ba-8de2f1926c9d,2021-01-23,Houston,79902,Multi-Family,3,3,1586,1977,Poor,73248
e084ca40-9bdc-414f-ac41-d5b694b9ac2d,2023-11-06,Philadelphia,08139,Multi-Family,6,4,2463,1970,Excellent,532376
6d2610db-d425-4103-9450-3c7d2e444432,2024-06-19,Phoenix,44596,Multi-Family,3,3,3672,2003,Good,748876
fc9c6a62-8b1c-4671-857b-8748d6349758,2022-05-21,Chicago,70210,Single Family,3,3,3724,1967,Fair,996565
00ce6732-d7ac-426e-9ad9-b1fe29bd8f57,2022-05-08,San Diego,44671,Townhouse,2,2,1927,1985,Excellent,729530
23e297fe-42cf-4aa5-855e-22b1047a5638,2021-04-22,Dallas,04183,Multi-Family,5,4,3008,1994,Good,58024
982ea577-82d7-4b04-9cea-c278bcee5c63,2021-08-21,Phoenix,60178,Townhouse,6,1,4273,2002,Poor,525430
100f1512-7f0a-4caa-aba5-5349c9783d4f,2025-06-25,San Jose,09467,Townhouse,1,3,3891,1979,Good,284864
4dd6424d-fb33-4d59-8af9-5d75b677e425,2020-12-04,Dallas,14120,Townhouse,4,4,4633,2009,Good,922379
67c2e209-c4f8-42d1-99ca-e1736653d074,2024-08-13,New York,77274,Condo,1,2,1303,1981,Excellent,224875
872652d2-9d5a-471c-bdab-9190ae19ad7f,2021-10-02,Dallas,32260,Multi-Family,5,1,1174,2016,Excellent,986800
574735b2-adae-4c1b-b243-ac2766cee35a,2022-05-07,Phoenix,04533,Single Family,4,4,3832,2016,Fair,403973
c6e56873-a953-4357-9ced-23a4f0a042dc,2024-05-20,Los Angeles,74875,Single Family,5,1,3232,1977,Poor,929140
a56fa333-53fa-4cd9-8483-fe4aa3d6caf3,2024-05-17,Chicago,03217,Single Family,3,1,4428,1993,Poor,923096
f311eb58-4458-4718-90c3-8efdbca6dab3,2021-09-20,Phoenix,31500,Single Family,4,1,3830,1990,Poor,461473
d8d080f6-d7df-43f1-b2f5-1cb07db2501e,2020-08-07,Los Angeles,07637,Multi-Family,3,3,1088,2012,Good,193927
e71b8cde-e52d-4954-a9b7-963d494f26bd,2022-06-09,Los Angeles,00652,Single Family,1,3,1947,1972,Good,135178
65ede661-10eb-4934-8c95-bfb02cf8e40e,2022-08-11,Dallas,03360,Townhouse,1,2,4281,1997,Poor,937553
20b2a8a7-68ed-4316-a885-719bd4c22a10,2022-01-23,Chicago,19959,Condo,4,2,3773,1981,Fair,566540
e5c6b0f4-fa81-429c-8707-148abe533c3d,2022-04-04,Phoenix,70233,Mobile Home,4,4,2267,2006,Good,856457
b870a01a-226b-4d16-adb8-e0321b748949,2022-07-23,Phoenix,46889,Single Family,6,2,2237,1982,Fair,447674
704a62c7-5d26-4d2e-ada9-e4ddfbcfe40e,2021-03-30,San Jose,00736,Mobile Home,5,1,4714,1973,Good,113610
5755279a-dc3e-40f3-87bc-000ddb624d01,2023-10-07,Houston,92517,Mobile Home,6,1,4153,1988,Excellent,645131
9bb3a203-214c-4da4-a9dc-d791ddcf797f,2024-10-26,Philadelphia,30574,Mobile Home,5,3,1600,1983,Excellent,681525
10579e81-16d3-400e-b276-e05cdb8e4757,2021-11-28,Houston,62281,Townhouse,6,1,1450,2005,Poor,527177
3a7ecdfd-81d9-4867-992b-effff2878227,2024-11-17,Phoenix,28094,Single Family,3,4,1988,1977,Excellent,755191
bcf1e759-549f-4acc-b935-4a09cae0019a,2024-07-13,Dallas,75607,Multi-Family,4,1,4312,1986,Good,748787
b1de3c2e-3f33-4918-80e8-77fe3cde4334,2024-08-25,San Diego,31641,Townhouse,1,1,1967,1956,Good,537025
88f3d3fc-313f-4e40-8724-194d219e00c7,2023-03-11,Phoenix,06479,Multi-Family,5,4,1421,2017,Excellent,704587
aee01bde-8b05-4c4b-ab9a-582328c56713,2024-04-03,New York,71210,Single Family,5,2,1054,1986,Excellent,481722
1e8f4705-015a-4455-851a-56ce6a577bc7,2025-01-29,Los Angeles,43789,Townhouse,1,2,2224,2005,Excellent,55668
d1f5c529-a155-427a-9f3c-c4c001dda1b1,2023-05-30,San Antonio,70697,Mobile Home,6,4,3372,2014,Poor,272542
0188b78d-d3c7-4fc2-933e-7ef9a5caccae,2023-10-26,Phoenix,24134,Townhouse,5,3,4326,2014,Excellent,228267
5bf1d6a1-bd73-4ff7-8a0e-4479ec8ed4aa,2020-11-05,New York,16054,Townhouse,3,1,3747,1996,Good,909665
c2d800ab-ea14-477a-9780-fe54125a30e4,2021-09-04,New York,44175,Single Family,4,4,4689,1969,Excellent,205489
3461a365-b6dd-4497-b236-90623b17de1f,2022-12-23,Philadelphia,01363,Mobile Home,1,1,2790,1968,Poor,394126
429d027e-a73c-493a-b071-5cf664415947,2021-07-15,Chicago,59879,Mobile Home,4,3,1516,1978,Poor,680421
5923e630-e1c9-446c-899b-39ac4482bd48,2024-03-17,Phoenix,14397,Condo,5,1,4586,2009,Good,847183
d76c95e0-10f3-43f0-b7b5-556c19623774,2021-11-22,Chicago,76320,Condo,5,4,3475,1967,Good,358362
e3a1487e-0dc9-4ce3-a849-a72c7bbe217a,2023-10-26,San Diego,59836,Multi-Family,1,1,2040,1984,Excellent,963081
57398bb9-5b21-4977-84b2-fb45f5ae38a6,2024-11-04,Dallas,86330,Condo,3,2,1335,1992,Good,843784
cfd334e5-84f7-4e38-a4a8-00ba64b37c95,2022-08-17,San Antonio,94203,Single Family,2,3,4168,1960,Fair,784412
c0601888-1585-4f9b-b2e5-45e633bdf62b,2022-01-24,Dallas,30468,Townhouse,1,3,3938,1998,Good,138835
ea0ae380-5a47-4df3-91f0-2517cc9eb092,2021-12-06,New York,91811,Mobile Home,2,3,3615,1987,Fair,671781
70b03b35-6b0a-46cf-bbf4-19b7ef0bfd6b,2022-10-01,Los Angeles,82552,Townhouse,6,4,3489,2013,Fair,865359
3572bb59-c133-4ed3-ba2d-4614e1190ab0,2023-06-07,Los Angeles,55049,Single Family,2,3,1561,2018,Good,746454
3fa207c3-97c8-4ea6-9e11-bf54acc55a87,2021-10-20,Chicago,28315,Townhouse,3,2,3589,1957,Fair,151948
51f2d6c0-a4af-4b19-88a0-7fdd8eccd5cc,2021-12-07,Dallas,20187,Mobile Home,6,4,4448,1983,Good,235194
1137332d-df7b-404a-9094-667b708b4fe6,2023-04-17,New York,06871,Condo,2,2,1626,1997,Good,603781
3a30a058-e216-4735-805a-47b4c62a26c5,2022-05-25,Philadelphia,02722,Multi-Family,6,1,4465,2005,Poor,516755
e18fa2b2-c37b-476e-8f2f-701f5b6b7989,2024-05-24,San Jose,20995,Mobile Home,2,1,3463,2014,Fair,343851
d5de0d1c-5b02-4884-bb3f-082d1129dae0,2024-12-16,Dallas,33722,Mobile Home,3,1,3101,1980,Fair,774174
d6711221-76a5-4754-a86b-e1b34356351e,2023-06-01,Chicago,31176,Mobile Home,2,1,2547,1953,Excellent,188368
536374be-e3c9-446b-9656-109980bcd8ae,2021-04-13,San Antonio,01508,Mobile Home,2,2,1777,1999,Good,206470
febd3ee5-a605-4c39-8b9b-4d06c15f44ae,2022-06-22,Chicago,56354,Single Family,2,4,611,2018,Poor,347986
bc5ce431-5fdc-4945-a47a-5d2ae7b6648f,2023-09-14,New York,50849,Mobile Home,1,4,4999,1979,Poor,63261
987da47d-c5af-4e3c-b0a7-f0a345dbb860,2023-06-04,Phoenix,46070,Townhouse,1,3,3964,2008,Excellent,126709
36a5cad6-6979-41ab-8878-06bad51b99b6,2022-12-15,Philadelphia,30134,Single Family,1,2,3622,2016,Fair,670273
d56eb60c-7a42-4c7f-9245-b0508166e632,2021-10-10,New York,38540,Condo,3,1,3971,1994,Poor,418760
2d4fdc85-ff3e-4931-b4e4-35ecfc4a549b,2022-09-08,Philadelphia,05789,Townhouse,6,2,3430,1953,Fair,903605
cdf1454c-058b-4bfa-a411-fd35f1d7dca8,2022-02-16,Houston,20190,Townhouse,5,3,642,1975,Poor,343925
135a3653-c9d5-4525-9e78-a1d213a114fd,2021-06-11,Houston,67907,Townhouse,2,3,1543,1976,Poor,325796
f376de5a-d352-433e-8891-62fa46978e62,2024-02-11,Los Angeles,24739,Townhouse,2,2,2990,1995,Good,317247
d751f076-50ab-49da-8cce-b0e27d2ee837,2021-05-07,Philadelphia,63895,Single Family,3,2,3145,2013,Fair,337644
c2534154-3e3d-4b73-b93a-d092f46dc17d,2025-06-14,Dallas,04129,Condo,2,2,3011,2000,Poor,820692
006612be-29a5-4ff8-b231-f8cabb60f928,2025-06-28,San Antonio,42178,Condo,1,4,1604,1999,Good,674624
9e3c68d1-0af5-4a15-8282-b839794c7a2c,2025-01-04,San Jose,30020,Mobile Home,5,1,620,1955,Poor,478745
652a8a11-3ba3-4a99-b3f5-8d1101351aa2,2021-11-24,Chicago,07225,Multi-Family,4,2,1006,2008,Good,687787
f86663d6-9cca-4545-936e-5df765eeb6fb,2024-11-26,Houston,42132,Single Family,2,2,1614,1964,Good,723812
88c2b1bb-8624-4017-a63c-6255f94edfee,2022-09-09,Chicago,01960,Condo,1,2,2438,1979,Fair,885825
b4ce0d79-5cb5-47ca-be93-5603dd4f5be3,2022-03-11,Chicago,53249,Single Family,4,3,3788,1991,Good,474390
3eaa34d2-bc1b-456b-909b-d42946841de2,2024-12-19,San Antonio,76516,Single Family,5,3,1314,1986,Poor,507666
451404a4-1a8e-4c32-aff8-eaf2ec47b2a8,2020-12-29,New York,00509,Mobile Home,4,4,4746,1991,Excellent,740796
00ae2c33-850b-425e-847c-d61b8d0a10bf,2023-08-21,Chicago,68819,Condo,1,1,4454,1984,Poor,359550
cb75ab6f-3f0a-4853-939f-2f6d8ed98a37,2023-09-25,Philadelphia,41286,Multi-Family,6,4,740,1955,Poor,375203
34323752-3135-4877-9a4c-89b53a79237c,2022-03-28,San Antonio,60673,Multi-Family,6,1,1563,2017,Good,721314
95e0d2b7-8a01-490f-90f5-31606bcd74ac,2023-05-21,Houston,86553,Multi-Family,4,3,972,1967,Poor,394866
2cf3981d-9d57-4e73-b70f-17a1df15955f,2024-12-09,Phoenix,22979,Townhouse,3,3,4235,1978,Good,825107
e6a859cc-effa-440c-8ebd-6b5123fe7531,2024-01-31,Chicago,19415,Condo,4,3,3141,2008,Fair,586644
0c768f02-bce0-4ec1-a71d-fac499f5a291,2021-07-27,Los Angeles,20728,Townhouse,2,4,4210,1996,Good,702416
cda3cb5c-e7b2-4436-bf35-7ce5cdd8ab4d,2023-07-02,San Antonio,40918,Townhouse,2,2,2292,1966,Fair,52187
e804f979-1010-49ee-b07d-e9c19018ca9d,2021-07-01,New York,70890,Townhouse,6,2,705,1971,Excellent,913675
f5d25afc-870c-4fff-b389-7f6ee0d3eabd,2022-05-10,San Diego,35775,Mobile Home,3,3,2281,2017,Poor,871530
bdf81be7-82f1-4c24-8d2d-597d4542ead5,2023-08-05,Houston,25406,Mobile Home,1,2,4697,2018,Fair,535687
0c73d926-e5c0-43ae-b17b-e52c7e5ed6eb,2022-08-28,Houston,81352,Single Family,2,2,4616,1986,Excellent,726585
a9e6d1f3-95d6-4347-a27b-ec42160dd177,2022-03-29,San Diego,76518,Single Family,6,4,3236,1998,Good,708966
17658e32-917e-4d8b-b239-242c60596213,2021-11-28,Philadelphia,43776,Condo,5,1,2737,1962,Excellent,894052
00a380d4-7014-4ea4-a85e-302069c91eb9,2020-09-20,Phoenix,82152,Condo,6,3,4016,1983,Fair,476044
513774a8-be75-466f-b220-1d089ee82063,2021-10-12,Houston,85448,Mobile Home,2,3,4130,2002,Poor,176270
9b636f52-9954-4b05-9d21-97af9fe73bc9,2020-09-20,Houston,20240,Single Family,2,4,1886,2000,Excellent,993993
911ebbfb-409e-40dc-91b5-482ef308c4c6,2022-10-01,New York,45118,Single Family,6,4,3779,1952,Excellent,850819
7fc247b2-8d1d-4e08-a564-5f350ae695b2,2021-02-21,Houston,75436,Townhouse,1,2,4254,1991,Good,381607
9a6370c1-4f8d-485d-b2ee-8b0511916abb,2020-11-19,San Antonio,93077,Multi-Family,4,3,2959,1981,Good,817286
fb0c1766-43db-4521-92fc-581b3f6ea413,2024-11-14,Philadelphia,89158,Multi-Family,2,1,1044,2000,Poor,970095
